key,surah,ayah,word,latin_iast,latin_ascii
77:9:3,77,9,3,vidīrṇa karā have,vidirna kara have
77:9:4,77,9,4,(9),(9)
77:10:1,77,10,1,yakhana evaṃ,yakhana evam
77:10:2,77,10,2,parvata samūhake,parvata samuhake
77:10:3,77,10,3,dhune phelā have,dhune phela have
77:10:4,77,10,4,(10),(10)
77:11:1,77,11,1,yakhana evaṃ,yakhana evam
77:11:2,77,11,2,rasulagaṇake,rasulaganake
77:11:3,77,11,3,nirdiṣṭa samaẏa upasthita karā have,nirdista samaya upasthita kara have
77:11:4,77,11,4,(11),(11)
77:12:1,77,12,1,kona janya,kona janya
77:12:2,77,12,2,dinera,dinera
77:12:3,77,12,3,sthagita karā haẏeche,sthagita kara hayeche
77:12:4,77,12,4,(12),(12)
77:13:1,77,13,1,dinera janya,dinera janya
77:13:2,77,13,2,pṛṛthakakārī (phaẏasālāra),prrthakakari (phayasalara)
77:13:3,77,13,3,(13),(13)
77:14:1,77,14,1,ki evaṃ,ki evam
77:14:2,77,14,2,tumi jāno,tumi jano
77:14:3,77,14,3,ki,ki
77:14:4,77,14,4,dina,dina
77:14:5,77,14,5,pṛṛthakakārī (phaẏasālāra),prrthakakari (phayasalara)
77:14:6,77,14,6,(14),(14)
77:15:1,77,15,1,dhvaṃsa,dhvamsa
77:15:2,77,15,2,seidina,seidina
77:15:3,77,15,3,mithyāropakārīdera janya,mithyaropakaridera janya
77:15:4,77,15,4,(15),(15)
77:16:1,77,16,1,nāi ki,nai ki
77:16:2,77,16,2,dhvaṃsa āmarā kari,dhvamsa amara kari
77:16:3,77,16,3,āgera lokadera,agera lokadera
77:16:4,77,16,4,(16),(16)
77:17:1,77,17,1,erapara,erapara
77:17:2,77,17,2,tādera anugāmi āmarā karava,tadera anugami amara karava
77:17:3,77,17,3,parvavartī lokadera,parvavarti lokadera
77:17:4,77,17,4,(17),(17)
77:18:1,77,18,1,erūpa,erupa
77:18:2,77,18,2,kari āmarā,kari amara
77:18:3,77,18,3,aparādhidera sāthe,aparadhidera sathe
77:18:4,77,18,4,(18),(18)
77:19:1,77,19,1,dhvaṃsa,dhvamsa
77:19:2,77,19,2,sedina,sedina
77:19:3,77,19,3,mithyāropakārīdera janya,mithyaropakaridera janya
77:19:4,77,19,4,(19),(19)
77:20:1,77,20,1,nāi ki,nai ki
77:20:2,77,20,2,tomāderake sṛṣṭi āmarā kari,tomaderake srsti amara kari
77:20:3,77,20,3,theke,theke
77:20:4,77,20,4,pāni,pani
77:20:5,77,20,5,tuccha,tuccha
77:20:6,77,20,6,(20),(20)
77:21:1,77,21,1,tā āmarā āṭakiẏe ataḥpara rekhechi,ta amara atakiye atahpara rekhechi
77:21:2,77,21,2,madhye,madhye
77:21:3,77,21,3,sthānera,sthanera
77:21:4,77,21,4,saṃrakṣita,samraksita
77:21:5,77,21,5,(21),(21)
77:22:1,77,22,1,paryanta,paryanta
77:22:2,77,22,2,samaẏa,samaya
77:22:3,77,22,3,nirdiṣṭa,nirdista
77:22:4,77,22,4,(22),(22)
77:23:1,77,23,1,āmarā kṣamatāvāna ataeva chilāma,amara ksamatavana ataeva chilama
77:23:2,77,23,2,kata uttama ataeva,kata uttama ataeva
77:23:3,77,23,3,kṣamatāra adhikārī,ksamatara adhikari
77:23:4,77,23,4,(23),(23)
77:24:1,77,24,1,dhvaṃsa,dhvamsa
77:24:2,77,24,2,sedina,sedina
77:24:3,77,24,3,mithyāropakārīdera janya,mithyaropakaridera janya
77:24:4,77,24,4,(24),(24)
77:25:1,77,25,1,nāi ki,nai ki
77:25:2,77,25,2,sṛṣṭi kari āmarā,srsti kari amara
77:25:3,77,25,3,pṛthivī ke,prthivi ke
77:25:4,77,25,4,dhāraṇakārī rūpe,dharanakari rupe
77:25:5,77,25,5,(25),(25)
77:26:1,77,26,1,jīviitadera,jiviitadera
77:26:2,77,26,2,o mṛtadera,o mrtadera
77:26:3,77,26,3,(26),(26)
77:27:1,77,27,1,evaṃ āmarā vāāniẏechi,evam amara vaaniyechi
77:27:2,77,27,2,tāra madhye,tara madhye
77:27:3,77,27,3,parvatamālā,parvatamala
77:27:4,77,27,4,sudṛṛr̤ha ucca,sudrrrha ucca
77:27:5,77,27,5,o tomāderake pāna kariẏechi,o tomaderake pana kariyechi
77:27:6,77,27,6,pāni,pani
77:27:7,77,27,7,sumiṣṭa,sumista
77:27:8,77,27,8,(27),(27)
77:28:1,77,28,1,dhvaṃsa,dhvamsa
77:28:2,77,28,2,sedina,sedina
77:28:3,77,28,3,mithyāropakārīdera janya,mithyaropakaridera janya
77:28:4,77,28,4,(28),(28)
77:29:1,77,29,1,"""tomarāā calo","""tomaraa calo"
77:29:2,77,29,2,(tāra) dike,(tara) dike
77:29:3,77,29,3,yā,ya
77:29:4,77,29,4,tomarā,tomara
77:29:5,77,29,5,se samparke,se samparke
77:29:6,77,29,6,mithyāropa karate,mithyaropa karate
77:29:7,77,29,7,(29),(29)
77:30:1,77,30,1,tomarā calo,tomara calo
77:30:2,77,30,2,dike,dike
77:30:3,77,30,3,chāẏāra (sei),chayara (sei)
77:30:4,77,30,4,viśiṣṭa,visista
77:30:5,77,30,5,tina,tina
77:30:6,77,30,6,śākhā,sakha
77:30:7,77,30,7,(30),(30)
77:31:1,77,31,1,nā,na
77:31:2,77,31,2,śaityadātā,saityadata
77:31:3,77,31,3,āra nā,ara na
77:31:4,77,31,4,rakṣā karave,raksa karave
77:31:5,77,31,5,theke,theke
77:31:6,77,31,6,āgunera śikhā,agunera sikha
77:31:7,77,31,7,(31),(31)
77:32:1,77,32,1,tā niścaẏa,ta niscaya
77:32:2,77,32,2,nikṣepa karave,niksepa karave
77:32:3,77,32,3,skuliṃgake,skulimgake
77:32:4,77,32,4,prāsādera nyāẏa,prasadera nyaya
77:32:5,77,32,5,(32),(32)
77:33:1,77,33,1,tā yena,ta yena
77:33:2,77,33,2,uṭa samūha,uta samuha
77:33:3,77,33,3,haluda varṇera,haluda varnera
77:33:4,77,33,4,(33),(33)
77:34:1,77,34,1,dhvaṃsa,dhvamsa
77:34:2,77,34,2,sedina,sedina
77:34:3,77,34,3,mithyāropakāridera janye,mithyaropakaridera janye
77:34:4,77,34,4,(34),(34)
77:35:1,77,35,1,(sei) ei,(sei) ei
77:35:2,77,35,2,dina,dina
77:35:3,77,35,3,nā,na
77:35:4,77,35,4,tomarā kathā valave,tomara katha valave
77:35:5,77,35,5,(35),(35)
77:36:1,77,36,1,nā āra,na ara
77:36:2,77,36,2,anuumati deoẏā have,anuumati deoya have
77:36:3,77,36,3,tādera ke,tadera ke
77:36:4,77,36,4,tārā ojara peśa ye karave,tara ojara pesa ye karave
77:36:5,77,36,5,(36),(36)
77:37:1,77,37,1,dhvaṃsa,dhvamsa
77:37:2,77,37,2,sei dina,sei dina
77:37:3,77,37,3,mithyārapakārīdera janye,mithyarapakaridera janye
77:37:4,77,37,4,(37),(37)
77:38:1,77,38,1,eṭā,eta
77:38:2,77,38,2,dina,dina
77:38:3,77,38,3,phaẏasālāra,phayasalara
77:38:4,77,38,4,tomāderake āmarā ekatra karechi,tomaderake amara ekatra karechi
77:38:5,77,38,5,o (tomādera) pūrvavatīderake,o (tomadera) purvavatiderake
77:38:6,77,38,6,(38),(38)
77:39:1,77,39,1,yadi ekhana,yadi ekhana
77:39:2,77,39,2,haẏa (sambhava),haya (sambhava)
77:39:3,77,39,3,tomādera pakṣe,tomadera pakse
77:39:4,77,39,4,kona kauśala,kona kausala
77:39:5,77,39,5,tomarā kauśala karo tave,tomara kausala karo tave
77:39:6,77,39,6,(39),(39)
77:40:1,77,40,1,dhvaṃsa,dhvamsa
77:40:2,77,40,2,sedina,sedina
77:40:3,77,40,3,mithyārapakāridera janye,mithyarapakaridera janye
77:40:4,77,40,4,(40),(40)
77:41:1,77,41,1,niścaẏai,niscayai
77:41:2,77,41,2,muttākīrā,muttakira
77:41:3,77,41,3,madhye (have),madhye (have)
77:41:4,77,41,4,chāẏāra,chayara
77:41:5,77,41,5,o prasravaṇe,o prasravane
77:41:6,77,41,6,(41),(41)
77:42:1,77,42,1,evaṃ phalamūla (pāve),evam phalamula (pave)
77:42:2,77,42,2,yā (tā) theke,ya (ta) theke
77:42:3,77,42,3,tārā cāive,tara caive
77:42:4,77,42,4,(42),(42)
77:43:1,77,43,1,"""tomarā khāo","""tomara khao"
77:43:2,77,43,2,o pāna karo,o pana karo
77:43:3,77,43,3,svāda niẏe,svada niye
77:43:4,77,43,4,yā vinimaẏe,ya vinimaye
77:43:5,77,43,5,tomarā,tomara
77:43:6,77,43,6,"(tomarā) karate""","(tomara) karate"""
77:43:7,77,43,7,(43),(43)
77:44:1,77,44,1,āmarā niścaẏa,amara niscaya
77:44:2,77,44,2,erūpe,erupe
77:44:3,77,44,3,pratiphala dei āmarā,pratiphala dei amara
77:44:4,77,44,4,nekalokadera,nekalokadera
77:44:5,77,44,5,(44),(44)
77:45:1,77,45,1,dhvaṃsa,dhvamsa
77:45:2,77,45,2,sedina,sedina
77:45:3,77,45,3,mithyārapakāridera janye,mithyarapakaridera janye
77:45:4,77,45,4,(45),(45)
77:46:1,77,46,1,tomarā khāo,tomara khao
77:46:2,77,46,2,o āsvādana karo,o asvadana karo
77:46:3,77,46,3,kichuukāla,kichuukala
77:46:4,77,46,4,tomarā prakṛta pakṣe,tomara prakrta pakse
77:46:5,77,46,5,"aparādhī""","aparadhi"""
77:46:6,77,46,6,(46),(46)
77:47:1,77,47,1,dhvaṃsa,dhvamsa
77:47:2,77,47,2,sedina,sedina
77:47:3,77,47,3,mithyārapakāridera janye,mithyarapakaridera janye
77:47:4,77,47,4,(47),(47)
77:48:1,77,48,1,evaṃ yakhana,evam yakhana
77:48:2,77,48,2,valā haẏa,vala haya
77:48:3,77,48,3,tāderake,taderake
77:48:4,77,48,4,"""tomarā avanata hao""","""tomara avanata hao"""
77:48:5,77,48,5,nā,na
77:48:6,77,48,6,tārā avanata haẏa,tara avanata haya
77:48:7,77,48,7,(48),(48)
77:49:1,77,49,1,dhvaṃsa,dhvamsa
77:49:2,77,49,2,sedina,sedina
77:49:3,77,49,3,mithyārapakāridera janye,mithyarapakaridera janye
77:49:4,77,49,4,(49),(49)
77:50:1,77,50,1,āra kona tāhale,ara kona tahale
77:50:2,77,50,2,kālāma (thākate pāre),kalama (thakate pare)
77:50:3,77,50,3,tāra para (kuraānera),tara para (kuraanera)
77:50:4,77,50,4,tārā imāna (yāra upara) ānave,tara imana (yara upara) anave
77:50:5,77,50,5,(50),(50)
78:1:1,78,1,1,ki samparke,ki samparke
78:1:2,78,1,2,tārā parasparake jijñāsā karache,tara parasparake jijnasa karache
78:1:3,78,1,3,(1),(1)
78:2:1,78,2,1,samparke,samparke
78:2:2,78,2,2,saṃvāda,samvada
78:2:3,78,2,3,mahā (arthāt kiẏāmata),maha (arthat kiyamata)
78:2:4,78,2,4,(2),(2)
78:3:1,78,3,1,tā (emana ye),ta (emana ye)
78:3:2,78,3,2,tārā,tara
78:3:3,78,3,3,se viṣayae,se visayae
78:3:4,78,3,4,(nijerāi) matānaikyakārī,(nijerai) matanaikyakari
78:3:5,78,3,5,(3),(3)
78:4:1,78,4,1,kakhanao nā,kakhanao na
78:4:2,78,4,2,tārā śīghra jānave,tara sighra janave
78:4:3,78,4,3,(4),(4)
78:5:1,78,5,1,āvāra (vali),avara (vali)
78:5:2,78,5,2,kakhanao nā,kakhanao na
78:5:3,78,5,3,tārā śīghra jānave,tara sighra janave
78:5:4,78,5,4,(5),(5)
78:6:1,78,6,1,ni ki,ni ki
78:6:2,78,6,2,āmarā vānāi,amara vanai
78:6:3,78,6,3,bhūmike,bhumike
78:6:4,78,6,4,vichānā svarūpa,vichana svarupa
78:6:5,78,6,5,(6),(6)
78:7:1,78,7,1,evaṃ pāhāḍa-parvatake,evam pahada-parvatake
78:7:2,78,7,2,kīlaka svarūpa,kilaka svarupa
78:7:3,78,7,3,(7),(7)
78:8:1,78,8,1,evaṃ tomāderake āmarā sṛṣṭi karechi,evam tomaderake amara srsti karechi
78:8:2,78,8,2,joḍaāẏa joḍaāẏa,jodaaya jodaaya
78:8:3,78,8,3,(8),(8)
78:9:1,78,9,1,evaṃ āmarā vāniyaechi,evam amara vaniyaechi
78:9:2,78,9,2,tomādera ghumake,tomadera ghumake
78:9:3,78,9,3,viśrāma (śāntira vāhana),visrama (santira vahana)
78:9:4,78,9,4,(9),(9)
78:10:1,78,10,1,evaṃ āmarā vāniyaechi,evam amara vaniyaechi
78:10:2,78,10,2,rātake,ratake
78:10:3,78,10,3,āvaraṇa svarūpa,avarana svarupa
78:10:4,78,10,4,(10),(10)
78:11:1,78,11,1,evaṃ āmarā vāniyaechi,evam amara vaniyaechi
78:11:2,78,11,2,dinake,dinake
78:11:3,78,11,3,jīvikā arjanera samaya,jivika arjanera samaya
78:11:4,78,11,4,(11),(11)
78:12:1,78,12,1,evaṃ āmarā nirmāṇa karechi,evam amara nirmana karechi
78:12:2,78,12,2,tomādera upara,tomadera upara
78:12:3,78,12,3,sāta,sata
78:12:4,78,12,4,sudṛḍha (ākāśa),sudrdha (akasa)
78:12:5,78,12,5,(12),(12)
78:13:1,78,13,1,evaṃ āmarā vāniyaechi,evam amara vaniyaechi
78:13:2,78,13,2,pradīpa (sūrya),pradipa (surya)
78:13:3,78,13,3,ujjvala,ujjvala
78:13:4,78,13,4,(13),(13)
78:14:1,78,14,1,āmarā varṣaṇa karechi,amara varsana karechi
78:14:2,78,14,2,hate,hate
78:14:3,78,14,3,meghamālā,meghamala
78:14:4,78,14,4,pāni,pani
78:14:5,78,14,5,muṣaladhāre,musaladhare
78:14:6,78,14,6,(14),(14)
78:15:1,78,15,1,ejanya ye āmarā vera karava,ejanya ye amara vera karava
78:15:2,78,15,2,tā diyae,ta diyae
78:15:3,78,15,3,śasya,sasya
78:15:4,78,15,4,o udbhida,o udbhida
78:15:5,78,15,5,(15),(15)
78:16:1,78,16,1,evaṃ vāgicāsamūha,evam vagicasamuha
78:16:2,78,16,2,ghanasanniviṣṭa,ghanasannivista
78:16:3,78,16,3,(16),(16)
78:17:1,78,17,1,niścayai,niscayai
78:17:2,78,17,2,dina,dina
78:17:3,78,17,3,vicārera,vicarera
78:17:4,78,17,4,āche,ache
78:17:5,78,17,5,nirdiṣṭa,nirdista
78:17:6,78,17,6,(17),(17)
78:18:1,78,18,1,sedina,sedina
78:18:2,78,18,2,phu~ deoyaā have,phu~ deoyaa have
78:18:3,78,18,3,madhye,madhye
78:18:4,78,18,4,śiṅgāra,singara
78:18:5,78,18,5,ataḥpara tomarā āsave,atahpara tomara asave
78:18:6,78,18,6,dale dale,dale dale
78:18:7,78,18,7,(18),(18)
78:19:1,78,19,1,evaṃ sedina unmukta karā have,evam sedina unmukta kara have
78:19:2,78,19,2,ākāśa,akasa
78:19:3,78,19,3,ataḥpara tā have,atahpara ta have
78:19:4,78,19,4,aneka darajā,aneka daraja
78:19:5,78,19,5,(19),(19)
78:20:1,78,20,1,evaṃ cāliyae deyaā have,evam caliyae deyaa have
78:20:2,78,20,2,pāhāḍagulo,pahadagulo
78:20:3,78,20,3,ataḥpara tā have,atahpara ta have
78:20:4,78,20,4,marīcikā,maricika
78:20:5,78,20,5,(20),(20)
78:21:1,78,21,1,niścayai,niscayai
78:21:2,78,21,2,jāhānnāma,jahannama
78:21:3,78,21,3,halo,halo
78:21:4,78,21,4,ghā~ṭi,gha~ti
78:21:5,78,21,5,(21),(21)
78:22:1,78,22,1,sīmālaṅghanakārīdera janya,simalanghanakaridera janya
78:22:2,78,22,2,pratyāvartanasthala,pratyavartanasthala
78:22:3,78,22,3,(22),(22)
78:23:1,78,23,1,tārā avasthānakārī have,tara avasthanakari have
78:23:2,78,23,2,tāra madhye,tara madhye
78:23:3,78,23,3,yuga yuga dhare,yuga yuga dhare
78:23:4,78,23,4,(23),(23)
78:24:1,78,24,1,nā,na
78:24:2,78,24,2,tārā svāda grahaṇa karave,tara svada grahana karave
78:24:3,78,24,3,tāra madhye,tara madhye
78:24:4,78,24,4,ṭhāṇḍā,thanda
78:24:5,78,24,5,āra nā,ara na
78:24:6,78,24,6,pānīya,paniya
78:24:7,78,24,7,(24),(24)
78:25:1,78,25,1,e vyatīta,e vyatita
78:25:2,78,25,2,uttapta pāni,uttapta pani
78:25:3,78,25,3,o pu~ja,o pu~ja
78:25:4,78,25,4,(25),(25)
78:26:1,78,26,1,(eṭāi tādera) pratidāna,(etai tadera) pratidana
78:26:2,78,26,2,upayukta,upayukta
78:26:3,78,26,3,(26),(26)
78:27:1,78,27,1,tārā niścayai,tara niscayai
78:27:2,78,27,2,(emana) chila ye,(emana) chila ye
78:27:3,78,27,3,nā,na
78:27:4,78,27,4,āśaṅkā karato,asanka karato
78:27:5,78,27,5,hisāvera,hisavera
78:27:6,78,27,6,(27),(27)
78:28:1,78,28,1,evaṃ tārā mithyāropa karata,evam tara mithyaropa karata
78:28:2,78,28,2,āmādera nidarśanaguloke,amadera nidarsanaguloke
78:28:3,78,28,3,(sampūrṇabhāve) mithyā,(sampurnabhave) mithya
78:28:4,78,28,4,(28),(28)
78:29:1,78,29,1,evaṃ sava,evam sava
78:29:2,78,29,2,kichu,kichu
78:29:3,78,29,3,āmarā tā gune rekhechi,amara ta gune rekhechi
78:29:4,78,29,4,likhita (ākāre),likhita (akare)
78:29:5,78,29,5,(29),(29)
78:30:1,78,30,1,ataeva tomarā svāda nāo,ataeva tomara svada nao
78:30:2,78,30,2,ataḥpara kakhanao nā,atahpara kakhanao na
78:30:3,78,30,3,āmarā tomādera vāḍaāvo (anyakichu),amara tomadera vadaavo (anyakichu)
78:30:4,78,30,4,e chāḍaā,e chadaa
78:30:5,78,30,5,śāsti,sasti
78:30:6,78,30,6,(30),(30)
78:31:1,78,31,1,niścayai,niscayai
78:31:2,78,31,2,muttākīdera janye,muttakidera janye
78:31:3,78,31,3,sāphalya (rayaeche),saphalya (rayaeche)
78:31:4,78,31,4,(31),(31)
78:32:1,78,32,1,vāgicāsamūha,vagicasamuha
78:32:2,78,32,2,o āṅurasamūha,o anurasamuha
78:32:3,78,32,3,(32),(32)
78:33:1,78,33,1,evaṃ navya yuvatīrā,evam navya yuvatira
78:33:2,78,33,2,samavayaskā,samavayaska
78:33:3,78,33,3,(33),(33)
78:34:1,78,34,1,evaṃ pānapātra,evam panapatra
78:34:2,78,34,2,pūrṇa,purna
78:34:3,78,34,3,(34),(34)
78:35:1,78,35,1,nā,na
78:35:2,78,35,2,tārā śunave,tara sunave
78:35:3,78,35,3,tāra madhye,tara madhye
78:35:4,78,35,4,kono asāra kathā,kono asara katha
78:35:5,78,35,5,āra nā,ara na
78:35:6,78,35,6,mithyā,mithya
78:35:7,78,35,7,(35),(35)
78:36:1,78,36,1,puraskāra,puraskara
78:36:2,78,36,2,pakṣa hate,paksa hate
78:36:3,78,36,3,tomāra ravera,tomara ravera
78:36:4,78,36,4,(e chāḍaāo) dāna,(e chadaao) dana
78:36:5,78,36,5,yathocita,yathocita
78:36:6,78,36,6,(36),(36)
78:37:1,78,37,1,(pakṣa hate) ravera,(paksa hate) ravera
78:37:2,78,37,2,ākāśasamūhera,akasasamuhera
78:37:3,78,37,3,evaṃ pṛthivīra,evam prthivira
78:37:4,78,37,4,evaṃ yā kichu,evam ya kichu
78:37:5,78,37,5,tādera du'yaera mājhe āche,tadera du'yaera majhe ache
78:37:6,78,37,6,aśeṣa dayaāvānera (pakṣa hate),asesa dayaavanera (paksa hate)
78:37:7,78,37,7,nā,na
78:37:8,78,37,8,tārā sakṣama have,tara saksama have
78:37:9,78,37,9,tā~ra sāthe,ta~ra sathe
78:37:10,78,37,10,kathā valate,katha valate
78:37:11,78,37,11,(37),(37)
78:38:1,78,38,1,sedina,sedina
78:38:2,78,38,2,dā~ḍaāve,da~daave
78:38:3,78,38,3,rūha (jivarāila),ruha (jivaraila)
78:38:4,78,38,4,o phereśatārā,o pheresatara
78:38:5,78,38,5,sārivaddha bhāve,sarivaddha bhave
78:38:6,78,38,6,nā,na
78:38:7,78,38,7,tārā kathā valave,tara katha valave
78:38:8,78,38,8,(se) chāḍaā,(se) chadaa
78:38:9,78,38,9,yāke,yake
78:38:10,78,38,10,anumati devena,anumati devena
78:38:11,78,38,11,tāra janye,tara janye
78:38:12,78,38,12,dayaāmaya,dayaamaya
78:38:13,78,38,13,evaṃ valave,evam valave
78:38:14,78,38,14,yathāyatha,yathayatha
78:38:15,78,38,15,(38),(38)
78:39:1,78,39,1,se-i,se-i
78:39:2,78,39,2,dina,dina
78:39:3,78,39,3,suniścita,suniscita
78:39:4,78,39,4,ataeva ye,ataeva ye
78:39:5,78,39,5,cāya,caya
78:39:6,78,39,6,grahaṇa karuka (āja),grahana karuka (aja)
78:39:7,78,39,7,dike,dike
78:39:8,78,39,8,tāra ravera,tara ravera
78:39:9,78,39,9,pratyāvartanera (patha),pratyavartanera (patha)
78:39:10,78,39,10,(39),(39)
78:40:1,78,40,1,niścayai āmarā,niscayai amara
78:40:2,78,40,2,tomāderake āmarā satarka karachi,tomaderake amara satarka karachi
78:40:3,78,40,3,śāstira,sastira
78:40:4,78,40,4,āsanna,asanna
78:40:5,78,40,5,sedina,sedina
78:40:6,78,40,6,dekhave,dekhave
78:40:7,78,40,7,mānuṣa,manusa
78:40:8,78,40,8,yā,ya
78:40:9,78,40,9,āge pāṭhiyaeche,age pathiyaeche
78:40:10,78,40,10,tāra du'hāta,tara du'hata
78:40:11,78,40,11,evaṃ valave,evam valave
78:40:12,78,40,12,kāphera,kaphera
78:40:13,78,40,13,"""hāya āmāra āphasosa","""haya amara aphasosa"
78:40:14,78,40,14,yadi āmi hatāma,yadi ami hatama
78:40:15,78,40,15,"māṭi""","mati"""
78:40:16,78,40,16,(40),(40)
79:1:1,79,1,1,śapatha sajore (prāṇa) nirgatakārī (phereśatādera),sapatha sajore (prana) nirgatakari (pheresatadera)
79:1:2,79,1,2,(yārā nirgata kare) ḍuve,(yara nirgata kare) duve
79:1:3,79,1,3,(1),(1)
79:2:1,79,2,1,śapatha (ātmāra) vā~dhana unmuktakārī (phereśatādera),sapatha (atmara) va~dhana unmuktakari (pheresatadera)
79:2:2,79,2,2,(yārā mṛdubhāve) unmukta (kare),(yara mrdubhave) unmukta (kare)
79:2:3,79,2,3,(2),(2)
79:3:1,79,3,1,śapatha sā~tārakārī (phereśatādera),sapatha sa~tarakari (pheresatadera)
79:3:2,79,3,2,(yārā tīvra gatite) sā~tarāya,(yara tivra gatite) sa~taraya
79:3:3,79,3,3,(3),(3)
79:4:1,79,4,1,ataḥpara (śapatha) agragāmī (phereśatādera),atahpara (sapatha) agragami (pheresatadera)
79:4:2,79,4,2,drutavege,drutavege
79:4:3,79,4,3,(4),(4)
79:5:1,79,5,1,ataḥpara (śapatha) kāryanirvāhī (phereśatādera),atahpara (sapatha) karyanirvahi (pheresatadera)
79:5:2,79,5,2,(yārā paricālanā kare) karma,(yara paricalana kare) karma
79:5:3,79,5,3,(5),(5)
79:6:1,79,6,1,sedina,sedina
79:6:2,79,6,2,prakampita karave,prakampita karave
79:6:3,79,6,3,prathama śiṃgādhvani,prathama simgadhvani
79:6:4,79,6,4,(6),(6)
79:7:1,79,7,1,tāra anusaraṇa karave,tara anusarana karave
79:7:2,79,7,2,(āro ekaṭi) śiṃgādhvani,(aro ekati) simgadhvani
79:7:3,79,7,3,(7),(7)
79:8:1,79,8,1,(katipaya) hṛdaẏa,(katipaya) hrdaya
79:8:2,79,8,2,sedina,sedina
79:8:3,79,8,3,bhīta-kampita (have),bhita-kampita (have)
79:8:4,79,8,4,(8),(8)
79:9:1,79,9,1,tāra dṛṣṭi samūha,tara drsti samuha
79:9:2,79,9,2,bhītasantrasta (have),bhitasantrasta (have)
79:9:3,79,9,3,(9),(9)
79:10:1,79,10,1,tārā vale,tara vale
79:10:2,79,10,2,"""avaśyai ki āmarā","""avasyai ki amara"
79:10:3,79,10,3,avaśyai pratyāvartita havo,avasyai pratyavartita havo
79:10:4,79,10,4,madhye,madhye
79:10:5,79,10,5,pūrvāvasthāra,purvavasthara
79:10:6,79,10,6,(10),(10)
79:11:1,79,11,1,yakhana ki,yakhana ki
79:11:2,79,11,2,āmarā havo (pariṇata),amara havo (parinata)
79:11:3,79,11,3,hār̤aguloẏa,haraguloya
79:11:4,79,11,4,"galita""","galita"""
79:11:5,79,11,5,(11),(11)
79:12:1,79,12,1,tārā valala,tara valala
79:12:2,79,12,2,"""eṭā","""eta"
79:12:3,79,12,3,tā hale,ta hale
79:12:4,79,12,4,pratyāvartana,pratyavartana
79:12:5,79,12,5,"vaḍai kṣatikara (have)""","vadai ksatikara (have)"""
79:12:6,79,12,6,(12),(12)
79:13:1,79,13,1,prakṛtapakṣe,prakrtapakse
79:13:2,79,13,2,tā,ta
79:13:3,79,13,3,vikaṭa āoẏāja,vikata aoyaja
79:13:4,79,13,4,ekaṭi mātra,ekati matra
79:13:5,79,13,5,(13),(13)
79:14:1,79,14,1,ataḥpara takhanai,atahpara takhanai
79:14:2,79,14,2,tārā,tara
79:14:3,79,14,3,kholā mayadāne (have),khola mayadane (have)
79:14:4,79,14,4,(14),(14)
79:15:1,79,15,1,ki,ki
79:15:2,79,15,2,tomāra kāche eseche,tomara kache eseche
79:15:3,79,15,3,vṛttānta,vrttanta
79:15:4,79,15,4,mūsāra,musara
79:15:5,79,15,5,(15),(15)
79:16:1,79,16,1,yakhana,yakhana
79:16:2,79,16,2,tāke ḍekechilena,take dekechilena
79:16:3,79,16,3,tāra rava,tara rava
79:16:4,79,16,4,upatyakāya,upatyakaya
79:16:5,79,16,5,pavitra,pavitra
79:16:6,79,16,6,tuyaāra,tuyaara
79:16:7,79,16,7,(16),(16)
79:17:1,79,17,1,"""(āllāha valalena tāke) yāo","""(allaha valalena take) yao"
79:17:2,79,17,2,nikaṭa,nikata
79:17:3,79,17,3,phiraāunera,phiraaunera
79:17:4,79,17,4,se niścayai,se niscayai
79:17:5,79,17,5,sīmālaṅghana kareche,simalanghana kareche
79:17:6,79,17,6,(17),(17)
79:18:1,79,18,1,ataḥpara vala,atahpara vala
79:18:2,79,18,2,"""(āche) ki","""(ache) ki"
79:18:3,79,18,3,tomāra (āgraha),tomara (agraha)
79:18:4,79,18,4,(era) prati,(era) prati
79:18:5,79,18,5,ye,ye
79:18:6,79,18,6,tumi pavitra have,tumi pavitra have
79:18:7,79,18,7,(18),(18)
79:19:1,79,19,1,evaṃ tomāke āmi patha dekhāvo,evam tomake ami patha dekhavo
79:19:2,79,19,2,dike,dike
79:19:3,79,19,3,tomāra ravera,tomara ravera
79:19:4,79,19,4,"tumi yena bhaya karo""","tumi yena bhaya karo"""
79:19:5,79,19,5,(19),(19)
79:20:1,79,20,1,ataḥpara se tāke dekhālo,atahpara se take dekhalo
79:20:2,79,20,2,ekaṭi nidarśana,ekati nidarsana
79:20:3,79,20,3,vaḍa,vada
79:20:4,79,20,4,(20),(20)
79:21:1,79,21,1,kintu se mithyāropa karalo,kintu se mithyaropa karalo
79:21:2,79,21,2,evaṃ avādhya halo,evam avadhya halo
79:21:3,79,21,3,(21),(21)
79:22:1,79,22,1,era pare,era pare
79:22:2,79,22,2,piṭha phirālo,pitha phiralo
79:22:3,79,22,3,(pratikāre) saceṣṭa halo,(pratikare) sacesta halo
79:22:4,79,22,4,(22),(22)
79:23:1,79,23,1,pare samaveta karala,pare samaveta karala
79:23:2,79,23,2,āra ghoṣaṇā karala,ara ghosana karala
79:23:3,79,23,3,(23),(23)
79:24:1,79,24,1,ataḥpara valalo,atahpara valalo
79:24:2,79,24,2,"""āmi","""ami"
79:24:3,79,24,3,tomādera rava,tomadera rava
79:24:4,79,24,4,"sarvaśreṣṭha""","sarvasrestha"""
